timestamp,voltage5v_v,sensors3v3[0],sensors3v3[1],sensors3v3[2],sensors3v3[3],sensors3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc,comp_5v_valid,can1_gps1_5v_valid
321433707,5.0366087,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
321933539,5.055945,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
322433499,5.0518155,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
322933494,5.0563474,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
323433569,5.053427,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
323933492,5.053528,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
324433506,5.0436583,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
324933529,5.0377164,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
325433814,5.0508084,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
325933493,5.0564485,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
326433492,5.0445647,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
326933492,5.054938,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
327433491,5.05101,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
327933491,5.051312,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
328433492,5.050003,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
328933505,5.0540314,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
329433492,5.036911,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
329933494,5.0556426,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
330433492,5.0522184,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
330933522,5.0169706,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
331433602,5.052722,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
331933584,5.028955,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
332433491,5.036911,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
332933492,5.0508084,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
333433492,5.047183,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
333933492,5.052017,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
334433491,5.0413423,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
334933491,5.0544343,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
335433492,5.052017,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
335933492,5.0429535,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
336433491,5.0515137,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
336933492,5.0544343,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
337433492,5.049399,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
337933491,5.040234,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
338433530,5.0512114,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
338933505,5.0583615,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
339433492,5.0380187,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
339933512,5.0756836,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
340433492,5.05101,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
340933512,5.0395293,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
341433814,5.052118,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
341933711,5.050708,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
342433553,5.037314,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
342933538,5.0511107,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
343433495,5.052722,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
343933491,5.0417447,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
344433491,5.0567503,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
344933491,5.0482907,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
345433491,5.051715,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
345933492,5.0619874,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
346433492,5.052722,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
346933491,5.038925,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
347433493,5.032077,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
347933492,5.057959,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
348433503,5.0532255,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
348933563,5.043759,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
349433492,5.0515137,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
349933492,5.071756,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
350433492,5.0421476,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
350933491,5.052319,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
351433542,5.0294585,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
351933560,5.0525208,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
352433492,5.054535,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
352933491,5.0542326,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
353433493,5.038321,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
353933491,5.0388246,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
354433491,5.053326,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
354933491,5.052319,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
355433496,5.053729,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
355933510,5.0732665,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
356433493,5.0546355,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
356933495,5.0548368,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
357433725,5.053729,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,0,0
