timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
321713171,321713099,4259850,-1.7468096,0.6588843,-9.607452,35.5,0,0,0,0,5
322715121,322715052,4259850,-1.7238252,0.66654575,-9.492531,35.5,0,0,0,0,5
323716563,323716451,4259850,-1.6931795,0.7278373,-9.530838,35.5,0,0,0,0,5
324715975,324715906,4259850,-1.685518,0.6435614,-9.569145,35.5,0,0,0,0,5
325712940,325712869,4259850,-1.7927783,0.69719154,-9.5538225,35.5,0,0,0,0,5
326715367,326715299,4259850,-1.7238252,0.6742072,-9.615114,35.5,0,0,0,0,5
327714795,327714725,4259850,-1.6931795,0.78146744,-9.59213,35.5,0,0,0,0,5
328714236,328714168,4259850,-1.7391481,0.72017586,-9.607452,35.5,0,0,0,0,5
329713676,329713603,4259850,-1.7161638,0.72017586,-9.653421,35.5,0,0,0,0,5
330715074,330715005,4259850,-1.7544711,0.704853,-9.569145,35.5,0,0,0,0,5
331717030,331716960,4259850,-1.700841,0.6818687,-9.523177,35.5,0,0,0,0,5
332714008,332713938,4259850,-1.7161638,0.7354988,-9.500193,35.5,0,0,0,0,5
333715914,333715845,4259850,-1.7391481,0.7891289,-9.638099,35.5,0,0,0,0,5
334715327,334715255,4259850,-1.7544711,0.773806,-9.668744,35.5,0,0,0,0,5
335712204,335712134,4259850,-1.700841,0.71251446,-9.638099,35.5,0,0,0,0,5
336714034,336713965,4259850,-1.7391481,0.7891289,-9.369947,35.5,0,0,0,0,5
337715459,337715390,4259850,-1.685518,0.62823856,-9.561484,35.5,0,0,0,0,5
338717422,338717352,4259850,-1.7238252,0.71251446,-9.48487,35.5,0,0,0,0,5
339714333,339714264,4259850,-1.700841,0.6895301,-9.561484,35.5,0,0,0,0,5
340716200,340716133,4259850,-1.700841,0.6512229,-9.362287,35.5,0,0,0,0,5
341715607,341715536,4259850,-1.7544711,0.7354988,-9.569145,35.5,0,0,0,0,5
342712496,342712424,4259850,-1.7085024,0.7354988,-9.546161,35.5,0,0,0,0,5
343713872,343713803,4259850,-1.7238252,0.6895301,-9.569145,35.5,0,0,0,0,5
344715761,344715692,4259850,-1.7391481,0.7431602,-9.5078535,35.5,0,0,0,0,5
345715176,345715108,4259850,-1.700841,0.773806,-9.668744,35.5,0,0,0,0,5
346715065,346714992,4259850,-1.7697939,0.8274361,-9.546161,35.5,0,0,0,0,5
347714498,347714406,4259850,-1.7161638,0.6818687,-9.576807,35.5,0,0,0,0,5
348716361,348716292,4259850,-1.6931795,0.7354988,-9.415916,35.5,0,0,0,0,5
349713302,349713232,4259850,-1.6931795,0.7278373,-9.523177,35.5,0,0,0,0,5
350714766,350714695,4259850,-1.6701951,0.7278373,-9.576807,35.5,0,0,0,0,5
351714211,351714142,4259850,-1.700841,0.7661446,-9.599792,35.5,0,0,0,0,5
352716112,352716032,4259850,-1.6548722,0.7584831,-9.530838,35.5,0,0,0,0,5
353713052,353712900,4259850,-1.7927783,0.69719154,-9.630437,35.5,0,0,0,0,5
354714851,354714782,4259850,-1.7468096,0.75082165,-9.622776,35.5,0,0,0,0,5
355716756,355716688,4259850,-1.6701951,0.66654575,-9.469546,35.5,0,0,0,0,5
356713723,356713650,4259850,-1.685518,0.773806,-9.599792,35.5,0,0,0,0,5
