timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
690281205,-0.0076390067,0.002525873,0.0037133754,4999,0,-0.7319821,-0.08866995,-10.096991,4980,0,2,0
690286204,0.0033706573,-0.0018156837,0.008050934,4999,0,-0.64016634,0.053809896,-9.760202,4981,0,2,0
690291203,-0.0046016327,-0.008943744,0.0029928635,4999,0,-0.6644254,0.05180927,-9.782065,4981,0,2,0
690296202,0.003250351,-0.0060078925,0.006380914,4999,0,-0.7195702,0.0013140241,-9.961498,4981,0,2,0
690301200,-0.006197893,-0.00460996,0.00022937456,4998,0,-0.7945323,0.06063859,-10.072653,4985,0,2,0
690306199,0.0008018939,-0.00037047657,0.0026729377,4999,0,-0.7449224,0.007150421,-9.926868,4977,0,2,0
690311198,-0.005756438,0.0020298404,-0.00075347873,4999,0,-0.73135203,-0.17857374,-9.943594,4980,0,2,0
690316197,-0.0154623985,-0.0041765315,-0.0003465604,4999,0,-0.6793035,-0.066982456,-9.849658,4981,0,2,0
690321196,-0.006582263,-0.014378179,0.0025262043,4999,0,-0.6859665,0.13922864,-9.889845,4982,0,2,0
690326196,0.007966265,0.002870322,-0.006842247,5000,0,-0.65899,-0.009962493,-10.096595,4981,0,2,0
690331193,0.017160544,0.014411337,0.0036085823,4997,0,-0.62171227,0.010071408,-9.849009,4981,0,2,0
690336192,0.009495117,-0.007315199,-0.007877442,4999,0,-0.5862119,0.06555743,-9.571021,4981,0,2,0
690341191,0.013342345,-0.011851077,-0.009142634,4999,0,-0.63815117,-0.07217584,-9.840256,4981,0,2,0
690346190,0.004365704,-0.009674761,-0.006364099,4999,0,-0.6493795,-0.054556377,-10.033185,4981,0,2,0
690351189,0.010001283,-0.0070698466,-0.0028300658,4999,0,-0.6416527,0.06948005,-9.827197,4981,0,2,0
690356188,0.012684931,-0.013901548,-0.013912461,4999,0,-0.6643691,0.12079179,-9.70327,4982,0,2,0
690361186,0.024862971,-0.016400568,-0.00062125036,4998,0,-0.76276004,-0.0015774831,-9.922351,4981,0,2,0
690366186,0.019903764,-0.013839521,0.0022256866,5000,0,-0.7877079,-0.038595866,-9.827533,4982,0,2,0
690371184,0.013004148,-0.021743834,-0.0054777456,4998,0,-0.74033064,-0.003477777,-9.7585,4981,0,2,0
690376183,0.013568472,-0.012503568,-0.009693725,4999,0,-0.8134911,0.12211359,-9.995402,4981,0,2,0
690381182,0.011168486,-0.010763641,0.0039119027,4999,0,-0.7583429,-0.012198564,-10.022188,4983,0,2,0
690386180,0.0062093493,-0.003347972,0.0010041577,4998,0,-0.70292705,0.041863665,-9.845005,4980,0,2,0
690391179,0.016950471,-0.019336209,2.9924498e-05,4999,0,-0.6993923,0.1755405,-9.763175,4981,0,2,0
690396178,0.018445201,-0.008544378,0.003583067,4999,0,-0.75005126,0.021077808,-10.011349,4981,0,2,0
690401177,0.012480141,-0.0049085473,0.0037119752,4999,0,-0.6950703,-0.044057794,-9.95747,4982,0,2,0
690406176,0.011079399,-0.004258399,0.0010989046,4999,0,-0.7174977,-0.1277165,-9.96271,4981,0,2,0
690411175,-0.006584117,-0.0073613375,0.0025277885,4999,0,-0.67012346,-0.09258138,-9.893678,4981,0,2,0
690416173,-0.0059849275,-0.0060039363,0.00024298356,4998,0,-0.66031677,0.0065452326,-9.9586935,4981,0,2,0
690421172,0.0049040597,-0.0025003075,-0.0032917107,4999,0,-0.69022137,0.09421566,-10.029196,4982,0,2,0
690426171,0.0111843385,-0.0009665124,0.0033476609,4999,0,-0.69732857,-0.015037637,-9.911394,5479,0,2,0
690431170,-0.0022225135,-0.005997524,0.003287884,4999,0,-0.7130203,-0.059939753,-9.841091,4982,0,2,0
690436170,-0.0091796955,0.0042140125,-0.0012938968,5000,0,-0.79874426,-0.02854126,-9.895087,4981,0,2,0
690441168,-0.014414609,-0.00015854862,-0.0032409,4998,0,-0.7389059,0.004582396,-9.89713,4982,0,2,0
