timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
690612966,690513118,0.0,0.0,0.0,0.0001158732,2.735442e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20593643,0.0,0.0,nan,0.0,0.0,0.007965088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691110619,691010787,0.0,0.0,0.0,8.0641854e-05,-6.3535504e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006954193,0.0,0.0,nan,0.0,0.0,-0.0028672218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691608380,691508455,0.0,0.0,0.0,-4.116574e-06,-4.3675434e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18573761,0.0,0.0,nan,0.0,0.0,-0.00043320656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692116268,692016078,0.0,0.0,0.0,-7.3462315e-06,-1.72909e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1392746,0.0,0.0,nan,0.0,0.0,0.002573967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692613633,692513746,0.0,0.0,0.0,-6.977384e-05,2.9304421e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.042606354,0.0,0.0,nan,0.0,0.0,-0.00087070465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693111244,693011415,0.0,0.0,0.0,-0.00010303291,7.969817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13228989,0.0,0.0,nan,0.0,0.0,-0.0031380653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693608941,693509084,0.0,0.0,0.0,5.7778456e-05,0.0001559563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435791,0.0,0.0,nan,0.0,0.0,0.0058641434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694116533,694016706,0.0,0.0,0.0,5.0753202e-05,0.00013258254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012435913,0.0,0.0,nan,0.0,0.0,-0.00078344345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694614202,694514375,0.0,0.0,0.0,-5.9870614e-05,9.7046286e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004928589,0.0,0.0,nan,0.0,0.0,-0.0074620247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695111875,695012044,0.0,0.0,0.0,-0.00010564637,0.000105259845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1761589,0.0,0.0,nan,0.0,0.0,0.00675869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
