timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
691040619,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3813101.0,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
692042614,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3813282.2,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
693041750,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3813463.8,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
694040721,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3813645.8,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
695040612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3813827.8,99.99,99.99,66,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
696040613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3814010.2,99.99,99.99,66,18,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
697040616,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3814192.5,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
698040612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3814375.2,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
699040615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3814558.5,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
700041705,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3814742.0,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
701040616,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3814925.5,99.99,99.99,66,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
702041613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3815109.2,99.99,99.99,66,14,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
703040613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3815293.2,99.99,99.99,66,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
704040659,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3815477.8,99.99,99.99,66,19,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
705040613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3815662.5,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
706041612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3815847.0,99.99,99.99,66,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
707040618,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3816032.5,99.99,99.99,66,27,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
708040611,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3816217.8,99.99,99.99,66,34,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
709039613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3816403.2,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
710039615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3816589.2,99.99,99.99,66,12,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
711040615,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3816775.0,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
712039613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3816961.8,99.99,99.99,66,16,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
713040612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3817148.2,99.99,99.99,66,29,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
714040613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3817335.2,99.99,99.99,66,9,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
715040865,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3817522.2,99.99,99.99,66,13,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
716039612,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3817709.8,99.99,99.99,66,12,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
717040613,0,11010053,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3817897.5,99.99,99.99,66,15,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,234,0,0,0,0
