timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
689640364,689607390,1,6,0,0,0,0,0,0,0,0,0
690665013,690637190,1,6,0,0,0,0,0,0,0,0,0
691674801,691646890,1,6,0,0,0,0,0,0,0,0,0
692694665,692666707,1,6,0,0,0,0,0,0,0,0,0
693704360,693671418,1,6,0,0,0,0,0,0,0,0,0
694724069,694691168,1,6,0,0,0,0,0,0,0,0,0
695749251,695716115,1,6,0,0,0,0,0,0,0,0,0
696758555,696725788,1,6,0,0,0,0,0,0,0,0,0
697788388,697755486,1,6,0,0,0,0,0,0,0,0,0
698813040,698780321,1,6,0,0,0,0,0,0,0,0,0
699827786,699799997,1,6,0,0,0,0,0,0,0,0,0
700852668,700819841,1,6,0,0,0,0,0,0,0,0,0
701872371,701839513,1,6,0,0,0,0,0,0,0,0,0
702887212,702854269,1,6,0,0,0,0,0,0,0,0,0
703916897,703884167,1,6,0,0,0,0,0,0,0,0,0
704931552,704903809,1,6,0,0,0,0,0,0,0,0,0
705951348,705918568,1,6,0,0,0,0,0,0,0,0,0
706976587,706943349,1,6,0,0,0,0,0,0,0,0,0
708000997,707968086,1,6,0,0,0,0,0,0,0,0,0
709015632,708982869,1,6,0,0,0,0,0,0,0,0,0
710035448,710007623,1,6,0,0,0,0,0,0,0,0,0
711065254,711032396,1,6,0,0,0,0,0,0,0,0,0
712089993,712057116,1,6,0,0,0,0,0,0,0,0,0
713114740,713082035,1,6,0,0,0,0,0,0,0,0,0
714124591,714091644,1,6,0,0,0,0,0,0,0,0,0
715144275,715111567,1,6,0,0,0,0,0,0,0,0,0
716173972,716141196,1,6,0,0,0,0,0,0,0,0,0
717183694,717150959,1,6,0,0,0,0,0,0,0,0,0
718198717,718165709,1,6,0,0,0,0,0,0,0,0,0
719228212,719195449,1,6,0,0,0,0,0,0,0,0,0
720257989,720225216,1,6,0,0,0,0,0,0,0,0,0
721272914,721240033,1,6,0,0,0,0,0,0,0,0,0
722287635,722254800,1,6,0,0,0,0,0,0,0,0,0
723302336,723274519,1,6,0,0,0,0,0,0,0,0,0
724332052,724299285,1,6,0,0,0,0,0,0,0,0,0
725346871,725319057,1,6,0,0,0,0,0,0,0,0,0
726371781,726343791,1,6,0,0,0,0,0,0,0,0,0
727386323,727353546,1,6,0,0,0,0,0,0,0,0,0
728401133,728368318,1,6,0,0,0,0,0,0,0,0,0
729410884,729378091,1,6,0,0,0,0,0,0,0,0,0
