timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
690772672,690772110,41,0,10831,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
691267570,691267010,41,0,10886,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
691762411,691761850,41,0,10941,0,999,998,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
692272337,692271748,41,0,10997,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
692762209,692761647,41,0,11051,0,998,997,1526,1580,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
693257067,693256507,41,0,11106,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
693767180,693766620,41,0,11163,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
694276853,694276292,41,0,11219,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
694761715,694761155,41,0,11273,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
695256630,695256069,41,0,11327,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
695761517,695760957,41,0,11383,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
696261367,696260805,41,0,11439,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
696776249,696775688,41,0,11496,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
697266166,697265605,41,0,11550,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
697756047,697755486,41,0,11604,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
698271054,698270494,41,0,11661,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
698760810,698760250,41,0,11715,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
699260682,699260122,41,0,11770,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
699775556,699774995,41,0,11827,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
700260517,700259950,41,0,11881,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
700780363,700779802,41,0,11939,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
701270279,701269718,41,0,11993,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
701770121,701769561,41,0,12048,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
702269963,702269403,41,0,12104,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
702779888,702779327,41,0,12160,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
703264754,703264194,41,0,12214,0,999,998,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
703769609,703769050,41,0,12270,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
704279489,704278928,41,0,12326,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
704779396,704778833,41,0,12381,0,999,998,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
705274294,705273704,41,0,12436,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
705764244,705763591,41,0,12490,0,999,998,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
706269062,706268490,41,0,12546,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
706759073,706758465,41,0,12600,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
707278857,707278296,41,0,12658,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
707778758,707778190,41,0,12713,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
708258613,708258046,41,0,12766,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
708778436,708777875,41,0,12824,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
709278384,709277824,41,0,12879,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
709758315,709757754,41,0,12932,0,999,998,1526,1580,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
710258140,710257579,41,0,12988,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
710767969,710767408,41,0,13044,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
711257876,711257316,41,0,13098,0,998,997,1526,1579,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
711767784,711767223,41,0,13155,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
712267638,712267078,41,0,13210,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
712762516,712761956,41,0,13265,0,999,998,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
713277391,713276830,41,0,13322,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
713772318,713771757,41,0,13377,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
714277275,714276715,41,0,13433,0,999,998,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
714777038,714776478,41,0,13488,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
715281925,715281365,41,0,13544,0,998,997,1526,1580,1284,1496,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
715781815,715781255,41,0,13599,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
716276732,716276172,41,0,13654,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
716766588,716766028,41,0,13708,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
717266510,717265949,41,0,13763,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
717761345,717760785,41,0,13818,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
718261243,718260674,41,0,13873,0,998,997,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
718766187,718765620,41,0,13929,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
719265997,719265436,41,0,13985,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
719760919,719760357,41,0,14039,0,999,998,1526,1580,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
720275760,720275199,41,0,14096,0,998,997,1526,1579,1284,1495,2006,2006,1494,1494,1494,1494,1494,1494,1494,1494,998,998,18,0,0,4
