timestamp,imbalanced_prop_metric,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_high_wind,fd_battery,fd_imbalanced_prop
690024589,nan,0,0,0,0,0,0,0,0
690528526,nan,0,0,0,0,0,0,0,0
691037769,nan,0,0,0,0,0,0,0,0
691547390,nan,0,0,0,0,0,0,0,0
692057229,nan,0,0,0,0,0,0,0,0
692566888,nan,0,0,0,0,0,0,0,0
693076735,nan,0,0,0,0,0,0,0,0
693586955,nan,0,0,0,0,0,0,0,0
694097007,nan,0,0,0,0,0,0,0,0
694606976,nan,0,0,0,0,0,0,0,0
695116954,nan,0,0,0,0,0,0,0,0
695626768,nan,0,0,0,0,0,0,0,0
696136525,nan,0,0,0,0,0,0,0,0
696646000,nan,0,0,0,0,0,0,0,0
697155864,nan,0,0,0,0,0,0,0,0
697665667,nan,0,0,0,0,0,0,0,0
698175737,nan,0,0,0,0,0,0,0,0
698685972,nan,0,0,0,0,0,0,0,0
699195949,nan,0,0,0,0,0,0,0,0
699705641,nan,0,0,0,0,0,0,0,0
700215709,nan,0,0,0,0,0,0,0,0
700725826,nan,0,0,0,0,0,0,0,0
701236188,nan,0,0,0,0,0,0,0,0
701745417,nan,0,0,0,0,0,0,0,0
702254794,nan,0,0,0,0,0,0,0,0
702764817,nan,0,0,0,0,0,0,0,0
703274912,nan,0,0,0,0,0,0,0,0
703784728,nan,0,0,0,0,0,0,0,0
704294627,nan,0,0,0,0,0,0,0,0
704804772,nan,0,0,0,0,0,0,0,0
705315185,nan,0,0,0,0,0,0,0,0
705824797,nan,0,0,0,0,0,0,0,0
706334869,nan,0,0,0,0,0,0,0,0
706844556,nan,0,0,0,0,0,0,0,0
707353647,nan,0,0,0,0,0,0,0,0
707863994,nan,0,0,0,0,0,0,0,0
708373877,nan,0,0,0,0,0,0,0,0
708883520,nan,0,0,0,0,0,0,0,0
709392735,nan,0,0,0,0,0,0,0,0
709903202,nan,0,0,0,0,0,0,0,0
710413270,nan,0,0,0,0,0,0,0,0
710922509,nan,0,0,0,0,0,0,0,0
711431883,nan,0,0,0,0,0,0,0,0
711941752,nan,0,0,0,0,0,0,0,0
712452079,nan,0,0,0,0,0,0,0,0
712961853,nan,0,0,0,0,0,0,0,0
713471664,nan,0,0,0,0,0,0,0,0
713981653,nan,0,0,0,0,0,0,0,0
714492067,nan,0,0,0,0,0,0,0,0
715001949,nan,0,0,0,0,0,0,0,0
715512151,nan,0,0,0,0,0,0,0,0
716021567,nan,0,0,0,0,0,0,0,0
716530052,nan,0,0,0,0,0,0,0,0
717039441,nan,0,0,0,0,0,0,0,0
717548850,nan,0,0,0,0,0,0,0,0
718058803,nan,0,0,0,0,0,0,0,0
718568487,nan,0,0,0,0,0,0,0,0
719077459,nan,0,0,0,0,0,0,0,0
719586286,nan,0,0,0,0,0,0,0,0
720095831,nan,0,0,0,0,0,0,0,0
720606128,nan,0,0,0,0,0,0,0,0
721115579,nan,0,0,0,0,0,0,0,0
721624549,nan,0,0,0,0,0,0,0,0
722134605,nan,0,0,0,0,0,0,0,0
722644819,nan,0,0,0,0,0,0,0,0
723154933,nan,0,0,0,0,0,0,0,0
723664696,nan,0,0,0,0,0,0,0,0
724174797,nan,0,0,0,0,0,0,0,0
724684877,nan,0,0,0,0,0,0,0,0
725195188,nan,0,0,0,0,0,0,0,0
725704608,nan,0,0,0,0,0,0,0,0
726214514,nan,0,0,0,0,0,0,0,0
726724030,nan,0,0,0,0,0,0,0,0
727234084,nan,0,0,0,0,0,0,0,0
727743595,nan,0,0,0,0,0,0,0,0
728253767,nan,0,0,0,0,0,0,0,0
728763397,nan,0,0,0,0,0,0,0,0
729272805,nan,0,0,0,0,0,0,0,0
