timestamp,timestamp_sample,device_id,pressure,temperature,error_count
691012389,691011810,4028193,101997.0,38.66,0
692016728,692016147,4028193,101998.0,38.67,0
693010323,693009743,4028193,101994.0,38.67,0
694014717,694014137,4028193,101994.0,38.67,0
695008325,695007745,4028193,101995.0,38.67,0
696001985,696001405,4028193,102001.0,38.67,0
697017274,697016694,4028193,101992.0,38.67,0
698010875,698010295,4028193,102003.0,38.67,0
699015294,699014714,4028193,101997.0,38.67,0
700008953,700008357,4028193,101997.0,38.67,0
701013253,701012673,4028193,101996.0,38.67,0
702006857,702006277,4028193,101998.0,38.67,0
703000517,702999937,4028193,101999.0,38.67,0
704015688,704015107,4028193,101997.0,38.67,0
705009260,705008680,4028193,102001.0,38.68,0
706013639,706013059,4028193,101998.0,38.67,0
707007276,707006696,4028193,101999.0,38.68,0
708011669,708011089,4028193,101998.0,38.68,0
709005256,709004676,4028193,102002.0,38.68,0
709998869,709998289,4028193,102002.0,38.68,0
711014076,711013496,4028193,102003.0,38.68,0
712007658,712007071,4028193,102001.0,38.68,0
713012094,713011514,4028193,102005.0,38.68,0
714016490,714015909,4028193,102001.0,38.68,0
715010073,715009493,4028193,102000.0,38.68,0
716003630,716003050,4028193,102000.0,38.68,0
716997252,716996672,4028193,102002.0,38.68,0
718012438,718011858,4028193,102004.0,38.68,0
719006262,719005682,4028193,101998.0,38.68,0
720010635,720010055,4028193,102006.0,38.69,0
721014948,721014368,4028193,102000.0,38.69,0
722008511,722007930,4028193,102004.0,38.69,0
723002057,723001476,4028193,102004.0,38.69,0
724017258,724016677,4028193,102004.0,38.69,0
725010843,725010263,4028193,102002.0,38.69,0
726015265,726014685,4028193,102001.0,38.69,0
727008885,727008305,4028193,102005.0,38.69,0
728013291,728012710,4028193,102005.0,38.69,0
729006989,729006409,4028193,101999.0,38.7,0
