timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
690281292,690281205,-0.004266223,0.0013613254,0.0043145963
690283789,690283704,-0.00671729,0.005336216,0.0033440702
690306283,690306199,-0.003968227,0.003983893,0.00067067286
690323779,690323695,-0.0078307595,-0.0018552341,-0.00028148113
690343777,690343690,0.007926188,-0.004148487,-0.006489764
690363775,690363686,0.017325003,-0.0089097535,-0.0042939205
690381265,690381182,0.009512651,-0.008136468,0.002457524
690403891,690403676,0.0110735325,0.000764939,0.0038682774
690423799,690423672,0.00016536214,0.004130291,0.000148555
690446249,690446166,-0.016437402,0.0049724435,0.0010098427
690463750,690463662,-0.005492101,0.0052344035,0.0014658141
690483745,690483658,0.0056122234,0.001674586,-0.0007881143
690503739,690503653,0.0027286897,-0.00086995447,-0.0019818854
690521232,690521149,0.007861451,-0.0021910798,-1.33644135e-05
690543731,690543644,0.0026772518,0.008164937,0.003075368
690563735,690563639,-0.0128732305,-0.002270489,0.0028799258
690581219,690581135,-0.00039934716,0.0028017901,-0.0006135866
690603717,690603630,-0.0043726945,-0.0005153497,-0.0032531368
690623715,690623625,-0.008165412,0.005927422,0.00703469
690643708,690643620,-0.006690393,0.013386812,0.005555198
690656202,690656117,-0.002848565,0.0006255638,0.0022798036
690683701,690683611,-0.0030992792,-0.00900658,-0.004601378
690703695,690703606,0.01063942,-0.009313962,-0.004397519
690726185,690726101,0.010233267,-0.0003913166,-0.00056545844
690743709,690743597,0.005766877,0.005257575,-0.0026289963
690763679,690763592,0.004222787,-0.0019856729,0.0014195383
690783673,690783588,-0.00597662,0.0091610905,-0.0010261679
690801168,690801083,-0.00765007,0.00016691489,0.002389219
690823664,690823578,-0.0027580233,-0.000495228,-0.0012648259
690843659,690843574,0.002360829,-0.0018343464,-0.0021678288
690861159,690861069,0.0012513825,-0.0044870004,-0.001781426
690883650,690883564,0.0057166293,-0.008090206,-0.0016210441
690903644,690903559,0.0021760964,0.00067342026,-0.0023754276
690923641,690923555,-0.0057808114,-0.0007085018,0.0016443167
690941136,690941051,-0.004366661,0.004265561,0.002828649
690963765,690963545,-0.0038285505,0.004264913,0.0029118613
690983669,690983540,-0.0048797047,0.00649927,0.0015385565
691006119,691006035,0.0026583595,-0.0028903103,-0.0026308794
691023615,691023531,-0.0025989043,-0.0016511711,-0.0053802556
691043611,691043527,0.004598546,0.0019531474,0.000115861825
691063607,691063522,0.0024771618,0.00036771316,0.002574904
691083604,691083517,0.0048121093,-1.0784715e-06,-0.002124813
691103596,691103513,-0.0013226173,0.0014772937,0.00015439658
691123593,691123508,-0.013456217,0.0040557957,0.0031699147
691146086,691146003,0.00033041206,0.001711959,-0.0021154939
691163584,691163499,0.0008600715,-0.0013852683,-0.0034538438
691183578,691183494,0.006658851,-0.0061552767,0.0013820034
691206076,691205989,0.005784423,-0.0059809843,-0.0014296466
691223577,691223488,0.00096049043,-0.00023842836,-0.0017913342
691243562,691243480,-0.0025123404,0.00054204697,0.0021636544
691263560,691263479,-0.0020928618,0.008463016,-0.0009886186
691286052,691285970,-0.009228139,0.0019663558,0.0035342753
691303557,691303469,-0.008145753,0.010714166,0.0034586259
691323547,691323465,-0.006365658,0.0051345355,0.00079247996
691346038,691345956,-0.0024701338,-0.0026408182,-0.0023260755
691363538,691363456,0.012822103,-0.0032720882,-0.0015082139
691383532,691383449,0.0070818495,-0.0107764015,0.0010488033
691403533,691403449,-0.008927533,-0.002592694,-0.00126151
691426074,691425937,-0.004929852,0.0042455206,-0.0008442024
691443519,691443436,-0.0050879745,0.0013105348,0.0015868763
691463518,691463428,-0.00960324,0.0027901889,-0.0011207814
