timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
690258288,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690283227,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690373206,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690443145,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690518145,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690613193,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690773078,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690883172,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
690953039,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691083128,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691173113,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691243074,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691363004,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691674798,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691852797,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691872806,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
691947799,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692042797,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692137741,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692162726,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692337689,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692452676,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692552660,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692597651,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692737594,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692832732,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
692932559,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693022579,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693232555,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693257471,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693382441,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693447456,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693547470,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693622402,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693722395,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693792468,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
693937644,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
694037389,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
694152331,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
694252372,0,0.5080645,-0.42040816,0.0,-1.0,0.0,1.0,0.0,0.0
