timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
690020705,0,0,1,0,0,0,0,0
690524642,0,0,1,0,0,0,0,0
691033684,0,0,1,0,0,0,0,0
691543695,0,0,1,0,0,0,0,0
692052643,0,0,1,0,0,0,0,0
692562643,0,0,1,0,0,0,0,0
693072662,0,0,1,0,0,0,0,0
693582646,0,0,1,0,0,0,0,0
694092642,0,0,1,0,0,0,0,0
694602655,0,0,1,0,0,0,0,0
695112846,0,0,1,0,0,0,0,0
695622749,0,0,1,0,0,0,0,0
696132641,0,0,1,0,0,0,0,0
696641646,0,0,1,0,0,0,0,0
697151656,0,0,1,0,0,0,0,0
697661662,0,0,1,0,0,0,0,0
698171641,0,0,1,0,0,0,0,0
698681663,0,0,1,0,0,0,0,0
699191663,0,0,1,0,0,0,0,0
699701648,0,0,1,0,0,0,0,0
700211645,0,0,1,0,0,0,0,0
700721684,0,0,1,0,0,0,0,0
701231642,0,0,1,0,0,0,0,0
701741642,0,0,1,0,0,0,0,0
702250692,0,0,1,0,0,0,0,0
702760642,0,0,1,0,0,0,0,0
703270695,0,0,1,0,0,0,0,0
703780685,0,0,1,0,0,0,0,0
704290642,0,0,1,0,0,0,0,0
704800641,0,0,1,0,0,0,0,0
705310661,0,0,1,0,0,0,0,0
705820641,0,0,1,0,0,0,0,0
706330641,0,0,1,0,0,0,0,0
706840668,0,0,1,0,0,0,0,0
707349642,0,0,1,0,0,0,0,0
707859656,0,0,1,0,0,0,0,0
708369999,0,0,1,0,0,0,0,0
708879668,0,0,1,0,0,0,0,0
709388645,0,0,1,0,0,0,0,0
709898642,0,0,1,0,0,0,0,0
710408642,0,0,1,0,0,0,0,0
710918643,0,0,1,0,0,0,0,0
711427641,0,0,1,0,0,0,0,0
711937641,0,0,1,0,0,0,0,0
712447644,0,0,1,0,0,0,0,0
712957642,0,0,1,0,0,0,0,0
713467642,0,0,1,0,0,0,0,0
713977643,0,0,1,0,0,0,0,0
714487641,0,0,1,0,0,0,0,0
714997642,0,0,1,0,0,0,0,0
715507642,0,0,1,0,0,0,0,0
716017645,0,0,1,0,0,0,0,0
716526642,0,0,1,0,0,0,0,0
717035642,0,0,1,0,0,0,0,0
717544642,0,0,1,0,0,0,0,0
718055254,0,0,1,0,0,0,0,0
718564659,0,0,1,0,0,0,0,0
719073647,0,0,1,0,0,0,0,0
719582642,0,0,1,0,0,0,0,0
720091645,0,0,1,0,0,0,0,0
720601674,0,0,1,0,0,0,0,0
721111667,0,0,1,0,0,0,0,0
721620642,0,0,1,0,0,0,0,0
722130641,0,0,1,0,0,0,0,0
722640642,0,0,1,0,0,0,0,0
723150898,0,0,1,0,0,0,0,0
723660643,0,0,1,0,0,0,0,0
724170728,0,0,1,0,0,0,0,0
724680642,0,0,1,0,0,0,0,0
725191335,0,0,1,0,0,0,0,0
725700741,0,0,1,0,0,0,0,0
726210643,0,0,1,0,0,0,0,0
726719641,0,0,1,0,0,0,0,0
727229672,0,0,1,0,0,0,0,0
727739641,0,0,1,0,0,0,0,0
728249643,0,0,1,0,0,0,0,0
728759642,0,0,1,0,0,0,0,0
729268646,0,0,1,0,0,0,0,0
