timestamp,timestamp_sample,device_id,sensor_sample_rate_hz,resolution_hz,peak_frequencies_x[0],peak_frequencies_x[1],peak_frequencies_x[2],peak_frequencies_y[0],peak_frequencies_y[1],peak_frequencies_y[2],peak_frequencies_z[0],peak_frequencies_z[1],peak_frequencies_z[2],peak_snr_x[0],peak_snr_x[1],peak_snr_x[2],peak_snr_y[0],peak_snr_y[1],peak_snr_y[2],peak_snr_z[0],peak_snr_z[1],peak_snr_z[2]
689994039,689991273,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,5.627358,5.4574814,nan,5.4888926,nan,nan,0.0,0.0,0.0
690888813,690888563,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,6.0547705,nan,nan,5.4888926,nan,nan,0.0,0.0,0.0
690893858,690891062,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,6.0547705,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
691018787,691016033,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.5374203,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
691208744,691208488,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,6.139918,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
691398742,691398444,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.351711,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
691783609,691783354,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.531431,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
692233536,692230749,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,6.111661,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
692298479,692295734,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,6.111661,6.026011,nan,5.65652,nan,nan,0.0,0.0,0.0
692488435,692488189,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.982953,nan,nan,5.65652,nan,nan,0.0,0.0,0.0
693133284,693130539,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.982953,nan,nan,5.888957,nan,nan,0.0,0.0,0.0
693318243,693317995,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.6096888,nan,nan,5.888957,nan,nan,0.0,0.0,0.0
693578183,693575435,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.4823885,nan,nan,5.888957,nan,nan,0.0,0.0,0.0
694023076,694022830,4325386,2000.4801,3.9071877,35.16469,nan,nan,31.257502,nan,nan,nan,nan,nan,5.7307215,nan,nan,5.888957,nan,nan,0.0,0.0,0.0
694088063,694087815,4325386,2000.4801,3.9071877,35.16469,35.16469,nan,31.257502,nan,nan,nan,nan,nan,5.7307215,6.152482,nan,5.888957,nan,nan,0.0,0.0,0.0
