timestamp,load,ram_usage
689827179,0.2197752,0.3653388
690326797,0.25292325,0.36538914
690826796,0.246503,0.36538914
691326794,0.24508,0.36538914
691826795,0.23449755,0.36538914
692326794,0.24404651,0.36538914
692826795,0.23489201,0.36538914
693326794,0.23360598,0.36538914
693826794,0.23421752,0.36538914
694326795,0.2347045,0.36538914
694826816,0.23563153,0.36538914
695326795,0.23493046,0.36538914
695826795,0.23438603,0.36538914
696326796,0.23501801,0.36538914
696826794,0.23417598,0.36538914
697326794,0.23505402,0.36538914
697826823,0.23486,0.36538914
698327152,0.23485833,0.36538914
698826794,0.23505384,0.36538914
699326794,0.2324,0.36538914
699826827,0.23505151,0.36538914
700326794,0.23482049,0.36538914
700826795,0.24278152,0.36538914
701326811,0.23545998,0.36538914
701826794,0.23315847,0.36538914
702326796,0.23593998,0.36538914
702826795,0.24420202,0.36538914
703326795,0.23579401,0.36538914
703826795,0.23404801,0.36538914
704326796,0.23449951,0.36538914
704826795,0.233248,0.36538914
705326835,0.23626679,0.36538914
705826794,0.23389763,0.36538914
706326800,0.22950572,0.36538914
706826795,0.23432833,0.36538914
707326795,0.23494399,0.36538914
707826816,0.23397201,0.36538914
708326816,0.235012,0.36538914
708826794,0.23286802,0.36538914
709327142,0.2367,0.36538914
709827066,0.23393369,0.36538914
710326991,0.2355308,0.36538914
710826809,0.23424208,0.36538914
711326816,0.23601007,0.36538914
711826795,0.23404384,0.36538914
712326794,0.23511797,0.36538914
712826794,0.232782,0.36538914
713326805,0.23649526,0.36538914
713826795,0.23301667,0.36538914
714326899,0.23561698,0.36538914
714826798,0.2341122,0.36538914
715326794,0.23469448,0.36538914
715826794,0.24357802,0.36538914
716326794,0.23459649,0.36538914
716826795,0.23432153,0.36538914
717326814,0.23543656,0.36538914
717826794,0.23216683,0.36538914
718326795,0.23555648,0.36538914
718826794,0.24273401,0.36538914
719326794,0.23495555,0.36538914
719826796,0.23471445,0.36538914
720326984,0.23497999,0.36538914
720826795,0.2336775,0.36538914
721326795,0.24420047,0.36538914
721827028,0.2336331,0.36538914
722326825,0.23578924,0.36538914
722826812,0.23345602,0.36538914
723326822,0.2343545,0.36538914
723826794,0.23684198,0.36594287
724326795,0.24135202,0.36538914
724826796,0.23540598,0.36538914
725326795,0.23500001,0.36538914
725826795,0.23386002,0.36538914
726326794,0.23510402,0.36538914
726826794,0.23374403,0.36538914
727326810,0.23491597,0.36538914
727826795,0.24447203,0.36538914
728326795,0.233208,0.36538914
728826795,0.24018753,0.36538914
729326795,0.24560851,0.36538914
