timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
691078650,691075683,4728849,178.33426,19.956034,0
692080979,692077987,4728849,172.02153,19.956034,0
693083091,693080068,4728849,178.33426,19.956034,0
694032405,694029426,4728849,172.02153,19.956034,0
695074100,695071133,4728849,178.33426,19.956034,0
696063369,696060405,4728849,172.02153,19.956034,0
697079024,697076060,4728849,178.33426,19.956034,0
698081376,698078408,4728849,172.02153,19.956034,0
699083474,699080502,4728849,172.02153,19.956034,0
700072571,700069595,4728849,172.02153,19.956034,0
701061394,701058419,4728849,178.33426,19.956034,0
701984642,701981635,4728849,178.33426,19.956034,0
703079378,703076394,4728849,172.02153,19.956034,0
704081755,704078791,4728849,178.33426,19.956034,0
705070909,705067942,4728849,184.64699,19.956034,0
706060036,706057053,4728849,172.02153,19.956034,0
707075473,707072509,4728849,172.02153,19.956034,0
707998691,707995718,4728849,178.33426,19.956034,0
709080219,709077255,4728849,172.02153,19.956034,0
710042843,710039878,4728849,172.02153,19.956034,0
711084454,711081450,4728849,172.02153,19.956034,0
712073565,712070599,4728849,172.02153,19.956034,0
713075843,713072879,4728849,178.33426,19.956034,0
714078117,714075151,4728849,178.33426,19.956034,0
715080507,715077515,4728849,178.33426,19.956034,0
716069646,716066682,4728849,172.02153,19.956034,0
717085090,717082126,4728849,178.33426,19.956034,0
718074203,718071233,4728849,172.02153,19.956034,0
719076568,719073604,4728849,178.33426,19.956034,0
720078842,720075878,4728849,178.33426,19.956034,0
720988847,720985877,4728849,172.02153,19.956034,0
722083264,722080300,4728849,172.02153,19.956034,0
723072368,723069404,4728849,178.33426,19.956034,0
724048290,724045326,4728849,172.02153,19.956034,0
725077370,725074406,4728849,172.02153,19.956034,0
726026860,726023894,4728849,172.02153,19.956034,0
727068687,727065698,4728849,172.02153,19.956034,0
728044577,728041590,4728849,178.33426,19.956034,0
729086217,729083251,4728849,178.33426,19.956034,0
