timestamp,flag_armed,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
690020700,0,0,1,0,0,0,0,0,0,0,0,0,0
690524638,0,0,1,0,0,0,0,0,0,0,0,0,0
691033680,0,0,1,0,0,0,0,0,0,0,0,0,0
691543691,0,0,1,0,0,0,0,0,0,0,0,0,0
692052638,0,0,1,0,0,0,0,0,0,0,0,0,0
692562638,0,0,1,0,0,0,0,0,0,0,0,0,0
693072657,0,0,1,0,0,0,0,0,0,0,0,0,0
693582642,0,0,1,0,0,0,0,0,0,0,0,0,0
694092637,0,0,1,0,0,0,0,0,0,0,0,0,0
694602651,0,0,1,0,0,0,0,0,0,0,0,0,0
695112841,0,0,1,0,0,0,0,0,0,0,0,0,0
695622744,0,0,1,0,0,0,0,0,0,0,0,0,0
696132637,0,0,1,0,0,0,0,0,0,0,0,0,0
696641641,0,0,1,0,0,0,0,0,0,0,0,0,0
697151651,0,0,1,0,0,0,0,0,0,0,0,0,0
697661657,0,0,1,0,0,0,0,0,0,0,0,0,0
698171636,0,0,1,0,0,0,0,0,0,0,0,0,0
698681658,0,0,1,0,0,0,0,0,0,0,0,0,0
699191658,0,0,1,0,0,0,0,0,0,0,0,0,0
699701643,0,0,1,0,0,0,0,0,0,0,0,0,0
700211640,0,0,1,0,0,0,0,0,0,0,0,0,0
700721678,0,0,1,0,0,0,0,0,0,0,0,0,0
701231637,0,0,1,0,0,0,0,0,0,0,0,0,0
701741637,0,0,1,0,0,0,0,0,0,0,0,0,0
702250687,0,0,1,0,0,0,0,0,0,0,0,0,0
702760637,0,0,1,0,0,0,0,0,0,0,0,0,0
703270690,0,0,1,0,0,0,0,0,0,0,0,0,0
703780681,0,0,1,0,0,0,0,0,0,0,0,0,0
704290638,0,0,1,0,0,0,0,0,0,0,0,0,0
704800637,0,0,1,0,0,0,0,0,0,0,0,0,0
705310657,0,0,1,0,0,0,0,0,0,0,0,0,0
705820637,0,0,1,0,0,0,0,0,0,0,0,0,0
706330637,0,0,1,0,0,0,0,0,0,0,0,0,0
706840663,0,0,1,0,0,0,0,0,0,0,0,0,0
707349637,0,0,1,0,0,0,0,0,0,0,0,0,0
707859652,0,0,1,0,0,0,0,0,0,0,0,0,0
708369995,0,0,1,0,0,0,0,0,0,0,0,0,0
708879662,0,0,1,0,0,0,0,0,0,0,0,0,0
709388641,0,0,1,0,0,0,0,0,0,0,0,0,0
709898637,0,0,1,0,0,0,0,0,0,0,0,0,0
710408638,0,0,1,0,0,0,0,0,0,0,0,0,0
710918639,0,0,1,0,0,0,0,0,0,0,0,0,0
711427636,0,0,1,0,0,0,0,0,0,0,0,0,0
711937637,0,0,1,0,0,0,0,0,0,0,0,0,0
712447640,0,0,1,0,0,0,0,0,0,0,0,0,0
712957637,0,0,1,0,0,0,0,0,0,0,0,0,0
713467638,0,0,1,0,0,0,0,0,0,0,0,0,0
713977639,0,0,1,0,0,0,0,0,0,0,0,0,0
714487636,0,0,1,0,0,0,0,0,0,0,0,0,0
714997637,0,0,1,0,0,0,0,0,0,0,0,0,0
715507638,0,0,1,0,0,0,0,0,0,0,0,0,0
716017640,0,0,1,0,0,0,0,0,0,0,0,0,0
716526637,0,0,1,0,0,0,0,0,0,0,0,0,0
717035638,0,0,1,0,0,0,0,0,0,0,0,0,0
717544637,0,0,1,0,0,0,0,0,0,0,0,0,0
718055249,0,0,1,0,0,0,0,0,0,0,0,0,0
718564655,0,0,1,0,0,0,0,0,0,0,0,0,0
719073642,0,0,1,0,0,0,0,0,0,0,0,0,0
719582638,0,0,1,0,0,0,0,0,0,0,0,0,0
720091640,0,0,1,0,0,0,0,0,0,0,0,0,0
720601669,0,0,1,0,0,0,0,0,0,0,0,0,0
721111659,0,0,1,0,0,0,0,0,0,0,0,0,0
721620637,0,0,1,0,0,0,0,0,0,0,0,0,0
722130637,0,0,1,0,0,0,0,0,0,0,0,0,0
722640638,0,0,1,0,0,0,0,0,0,0,0,0,0
723150894,0,0,1,0,0,0,0,0,0,0,0,0,0
723660637,0,0,1,0,0,0,0,0,0,0,0,0,0
724170724,0,0,1,0,0,0,0,0,0,0,0,0,0
724680638,0,0,1,0,0,0,0,0,0,0,0,0,0
725191331,0,0,1,0,0,0,0,0,0,0,0,0,0
725700737,0,0,1,0,0,0,0,0,0,0,0,0,0
726210638,0,0,1,0,0,0,0,0,0,0,0,0,0
726719637,0,0,1,0,0,0,0,0,0,0,0,0,0
727229668,0,0,1,0,0,0,0,0,0,0,0,0,0
727739637,0,0,1,0,0,0,0,0,0,0,0,0,0
728249638,0,0,1,0,0,0,0,0,0,0,0,0,0
728759638,0,0,1,0,0,0,0,0,0,0,0,0,0
729268641,0,0,1,0,0,0,0,0,0,0,0,0,0
