timestamp,main_state_changes,main_state
690020706,0,0
690524643,0,0
691033685,0,0
691543696,0,0
692052644,0,0
692562644,0,0
693072662,0,0
693582647,0,0
694092643,0,0
694602656,0,0
695112846,0,0
695622750,0,0
696132642,0,0
696641647,0,0
697151656,0,0
697661663,0,0
698171642,0,0
698681664,0,0
699191664,0,0
699701649,0,0
700211646,0,0
700721685,0,0
701231643,0,0
701741643,0,0
702250692,0,0
702760643,0,0
703270696,0,0
703780686,0,0
704290643,0,0
704800642,0,0
705310662,0,0
705820642,0,0
706330642,0,0
706840669,0,0
707349643,0,0
707859657,0,0
708370000,0,0
708879668,0,0
709388646,0,0
709898643,0,0
710408643,0,0
710918644,0,0
711427642,0,0
711937642,0,0
712447645,0,0
712957643,0,0
713467643,0,0
713977644,0,0
714487642,0,0
714997642,0,0
715507643,0,0
716017645,0,0
716526642,0,0
717035643,0,0
717544643,0,0
718055255,0,0
718564660,0,0
719073648,0,0
719582643,0,0
720091646,0,0
720601674,0,0
721111668,0,0
721620643,0,0
722130642,0,0
722640643,0,0
723150899,0,0
723660643,0,0
724170729,0,0
724680643,0,0
725191336,0,0
725700742,0,0
726210644,0,0
726719642,0,0
727229673,0,0
727739642,0,0
728249644,0,0
728759643,0,0
729268646,0,0
