timestamp,time_estimate,safe_time_estimate,valid
691096429,0.0,0.0,0
692116495,0.0,0.0,0
693136114,0.0,0.0,0
694155784,0.0,0.0,0
695165524,0.0,0.0,0
696185283,0.0,0.0,0
697205019,0.0,0.0,0
698224798,0.0,0.0,0
699244547,0.0,0.0,0
700264344,0.0,0.0,0
701284139,0.0,0.0,0
702303856,0.0,0.0,0
703324249,0.0,0.0,0
704343381,0.0,0.0,0
705363075,0.0,0.0,0
706382864,0.0,0.0,0
707402698,0.0,0.0,0
708422495,0.0,0.0,0
709442193,0.0,0.0,0
710461939,0.0,0.0,0
711481755,0.0,0.0,0
712501398,0.0,0.0,0
713521207,0.0,0.0,0
714541306,0.0,0.0,0
715560808,0.0,0.0,0
716580444,0.0,0.0,0
717600212,0.0,0.0,0
718620025,0.0,0.0,0
719639817,0.0,0.0,0
720659668,0.0,0.0,0
721679325,0.0,0.0,0
722699232,0.0,0.0,0
723718855,0.0,0.0,0
724738610,0.0,0.0,0
725758684,0.0,0.0,0
726778072,0.0,0.0,0
727797942,0.0,0.0,0
728817697,0.0,0.0,0
