timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
690116601,0,0,0,1,0,0,0,0,0,0,1
691126401,0,0,0,1,0,0,0,0,0,0,1
692136119,0,0,0,1,0,0,0,0,0,0,1
693145930,0,0,0,1,0,0,0,0,0,0,1
694155737,0,0,0,1,0,0,0,0,0,0,1
695165460,0,0,0,1,0,0,0,0,0,0,1
696175193,0,0,0,1,0,0,0,0,0,0,1
697184939,0,0,0,1,0,0,0,0,0,0,1
698194848,0,0,0,1,0,0,0,0,0,0,1
699204463,0,0,0,1,0,0,0,0,0,0,1
700214295,0,0,0,1,0,0,0,0,0,0,1
701223988,0,0,0,1,0,0,0,0,0,0,1
702233792,0,0,0,1,0,0,0,0,0,0,1
703243533,0,0,0,1,0,0,0,0,0,0,1
704253381,0,0,0,1,0,0,0,0,0,0,1
705263048,0,0,0,1,0,0,0,0,0,0,1
706272933,0,0,0,1,0,0,0,0,0,0,1
707282577,0,0,0,1,0,0,0,0,0,0,1
708292413,0,0,0,1,0,0,0,0,0,0,1
709302096,0,0,0,1,0,0,0,0,0,0,1
710311961,0,0,0,1,0,0,0,0,0,0,1
711321740,0,0,0,1,0,0,0,0,0,0,1
712331444,0,0,0,1,0,0,0,0,0,0,1
713341161,0,0,0,1,0,0,0,0,0,0,1
714351020,0,0,0,1,0,0,0,0,0,0,1
715360790,0,0,0,1,0,0,0,0,0,0,1
716370596,0,0,0,1,0,0,0,0,0,0,1
717380283,0,0,0,1,0,0,0,0,0,0,1
718390101,0,0,0,1,0,0,0,0,0,0,1
719399753,0,0,0,1,0,0,0,0,0,0,1
720409612,0,0,0,1,0,0,0,0,0,0,1
721419304,0,0,0,1,0,0,0,0,0,0,1
722429170,0,0,0,1,0,0,0,0,0,0,1
723438822,0,0,0,1,0,0,0,0,0,0,1
724448691,0,0,0,1,0,0,0,0,0,0,1
725458329,0,0,0,1,0,0,0,0,0,0,1
726468108,0,0,0,1,0,0,0,0,0,0,1
727477987,0,0,0,1,0,0,0,0,0,0,1
728487673,0,0,0,1,0,0,0,0,0,0,1
729497458,0,0,0,1,0,0,0,0,0,0,1
