timestamp,main_state_changes,main_state
389868661,0,0
390373665,0,0
390883642,0,0
391393643,0,0
391903647,0,0
392413734,0,0
392923642,0,0
393433717,0,0
393943643,0,0
394453680,0,0
394963655,0,0
395473647,0,0
395983643,0,0
396492645,0,0
397002651,0,0
397512642,0,0
398022643,0,0
398532679,0,0
399042644,0,0
399552642,0,0
400062643,0,0
400572663,0,0
401082649,0,0
401592642,0,0
402102647,0,0
402612642,0,0
403121643,0,0
403630642,0,0
404140642,0,0
404650689,0,0
405160687,0,0
405669644,0,0
406179643,0,0
406689642,0,0
407199662,0,0
407709645,0,0
408219642,0,0
408729642,0,0
409239647,0,0
409749789,0,0
410259644,0,0
410768644,0,0
411278654,0,0
411788952,0,0
412298688,0,0
412808657,0,0
413318663,0,0
413828644,0,0
414338666,0,0
414847656,0,0
415357643,0,0
415866644,0,0
416375844,0,0
416885644,0,0
417394657,0,0
417903643,0,0
418412751,0,0
418921642,0,0
419431644,0,0
419941657,0,0
420451670,0,0
420961642,0,0
421471659,0,0
421981687,0,0
422491644,0,0
423000642,0,0
423510641,0,0
424020643,0,0
424530679,0,0
425040655,0,0
425550642,0,0
426060887,0,0
426570751,0,0
427080670,0,0
427590644,0,0
