timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,accel_calibration_count,gyro_calibration_count
390076663,0.011755051,-0.00204641,-0.009799693,5001,0,-0.6920277,0.023977954,-9.93503,7472,0,2,0
390081660,0.0078106467,-0.0010194248,0.0059713074,4997,0,-0.6708978,-0.007271654,-9.839727,4981,0,2,0
390086658,0.004072169,-0.0094542345,-0.00836547,4998,0,-0.6662297,0.033212464,-9.814774,4981,0,2,0
390091657,0.0075715166,-0.009536051,0.003937268,4999,0,-0.68874514,-0.029467221,-9.962094,4981,0,2,0
390096657,0.00035691724,-0.0032884418,-0.011797929,5000,0,-0.679713,-0.01965581,-9.814566,4981,0,2,0
390101655,0.0005521623,-0.008690627,-0.00056580565,4998,0,-0.6480463,0.03182809,-9.933102,4982,0,2,0
390106653,0.0062453374,-0.009854035,-0.006818123,4998,0,-0.7091299,0.06911629,-10.000055,4981,0,2,0
390111652,0.008871221,-0.005093315,0.0020528596,4999,0,-0.6912836,0.002237565,-9.877698,4980,0,2,0
390116651,0.003145326,-0.0042192014,-0.005587401,4999,0,-0.6840046,-0.042824417,-9.747464,4981,0,2,0
390121650,-0.0013503521,-0.016064292,0.001397477,4999,0,-0.68136024,0.024796398,-9.896164,4981,0,2,0
390126649,0.007448213,-0.010699465,-0.0030193664,4999,0,-0.6588654,0.0587454,-10.002434,4981,0,2,0
390131647,0.003182602,-0.0047562174,0.0025151283,4998,0,-0.6980276,0.04172635,-9.91723,4981,0,2,0
390136646,0.0011571621,-0.010949178,0.001961062,4999,0,-0.71717,0.0109347,-9.870275,4981,0,2,0
390141645,0.0075294212,-0.006051283,-0.0005950881,4999,0,-0.7386377,0.018421246,-9.8200445,4980,0,2,0
390146644,-0.00478739,-0.0066435505,0.001427615,4999,0,-0.7234986,0.009391875,-9.849803,4981,0,2,0
390151643,0.00076511747,-0.012878667,0.0034175615,4999,0,-0.713616,0.028203808,-9.867872,4981,0,2,0
390156641,0.0054406086,0.0016722368,0.00026404415,4998,0,-0.6956082,0.03390238,-9.937172,4982,0,2,0
390161640,0.005264695,0.0034701359,-0.0004891936,4999,0,-0.6450125,-0.04205901,-9.878833,4981,0,2,0
390166639,-0.0032719246,-0.0073165903,-0.0057622464,4999,0,-0.64692783,-0.027760655,-9.815464,4983,0,2,0
390171638,-0.0028800264,-0.007873588,0.008266058,4999,0,-0.67896646,0.061389256,-9.836576,4981,0,2,0
390176637,-0.00016255541,-0.0063691223,1.6717815e-05,4999,0,-0.71279085,0.03846132,-9.985719,4982,0,2,0
390181635,0.009021709,-0.00058505643,0.005688665,4998,0,-0.6693004,-0.03916777,-9.9797735,4982,0,2,0
390186634,0.010128668,0.0007191393,-0.0056474865,4999,0,-0.66511077,-0.0034184798,-9.713024,4981,0,2,0
390191633,-0.0007453623,-0.013728285,0.0012756978,4999,0,-0.7417088,0.018814858,-9.76298,4981,0,2,0
390196632,-0.006597301,-0.0041423296,-0.00046215116,4999,0,-0.6697045,-0.035019208,-9.976429,4985,0,2,0
390201631,-0.0008619562,-0.0055769505,0.001357924,4999,0,-0.6760938,0.05004954,-9.907765,4978,0,2,0
390206630,0.006041606,-0.008012103,-0.001592313,4999,0,-0.68344945,0.039909985,-9.878881,4981,0,2,0
390211631,0.007827139,-0.0041858903,0.0014001246,5001,0,-0.67644364,-0.009077819,-9.857439,4981,0,2,0
390216627,0.0017956021,-0.006064123,-0.0059821834,4996,0,-0.7094225,-0.018722406,-9.791434,4981,0,2,0
390221626,-0.007528331,-0.010168097,-0.00030627905,4999,0,-0.6887385,0.019960186,-9.835217,4981,0,2,0
390226625,0.0068846294,-0.010150357,0.0020862615,4999,0,-0.6798752,0.08566031,-10.019352,4981,0,2,0
390231623,0.0044318386,-0.004792247,0.0028322723,4998,0,-0.698545,0.0063960236,-9.928838,4981,0,2,0
390236622,0.0031709159,-0.0043838415,0.003498923,4999,0,-0.6658932,-0.029629761,-9.817563,4981,0,2,0
390241621,0.0064788866,-0.00902264,-0.0029933415,4999,0,-0.674534,-0.01309021,-9.841459,4981,0,2,0
390246620,0.0021101576,-0.015135888,-0.0010334696,4999,0,-0.67770994,0.06937507,-9.957968,4980,0,2,0
390251619,0.0013314993,-0.012583569,-0.000808695,4999,0,-0.66797775,0.021112021,-9.911377,4981,0,2,0
390256618,0.01054264,-0.010095027,0.0015533988,4999,0,-0.6928332,-0.010675291,-9.928184,4981,0,2,0
390261618,0.0072177164,-0.0043212194,0.008621575,5000,0,-0.7202221,-0.059188426,-9.924418,4981,0,2,0
390266615,-7.228802e-05,-0.010147034,-0.007821307,4997,0,-0.6877203,-0.017387884,-9.8119545,4981,0,2,0
390271614,-0.00017226761,-0.003155058,0.00053453003,4999,0,-0.6636829,0.063602105,-9.867524,4981,0,2,0
390276613,0.0031115806,-0.0023350914,-0.007519094,4999,0,-0.7073131,0.03739903,-10.030913,4982,0,2,0
390281612,0.0065341964,-0.0026518756,0.0005375614,4999,0,-0.67868555,0.04473481,-9.88648,4980,0,2,0
390286610,7.8418314e-05,-0.008767156,0.00068105053,4998,0,-0.69599426,0.040306114,-9.822972,4982,0,2,0
390291609,0.003995286,-0.01227938,-0.004185892,4999,0,-0.7011598,-0.0066660396,-9.891361,4981,0,2,0
390296611,-0.00090412074,-0.00060946855,-0.0018225044,5002,0,-0.6804491,-0.00925416,-9.9670925,4981,0,2,0
390301609,0.0127361575,-0.0051626684,-0.00016820873,4998,0,-0.67705745,0.0011655997,-9.868195,4980,0,2,0
390306605,0.00043904633,-0.009947356,0.001230418,4996,0,-0.68562204,0.0134105915,-9.860971,4982,0,2,0
390311604,-0.0015917883,-0.006337739,-0.00237157,4999,0,-0.6976459,0.045618217,-9.952084,4981,0,2,0
390316603,0.0027739855,0.0006028029,-0.0056102304,4999,0,-0.70134807,0.050358202,-9.889833,4981,0,2,0
390321605,0.0042668567,-0.006001271,-0.0015378732,5002,0,-0.63878506,0.031146992,-9.8667755,4982,0,2,0
390326601,-0.00038983804,-0.010849314,-0.0038444046,4996,0,-0.65929425,0.018240051,-9.919597,4982,0,2,0
390331599,0.0085204765,-0.009903091,0.0071679805,4998,0,-0.70562255,0.006604116,-9.981425,4981,0,2,0
390336598,0.00093704165,-0.0035084037,-0.0006436355,4999,0,-0.6640231,0.0013660414,-9.86472,4982,0,2,0
390341597,0.0013531549,0.0014407913,-0.005436621,4999,0,-0.67941594,-0.0043256907,-9.848736,4980,0,2,0
390346596,0.0017250801,-0.006168318,-0.0013955256,4999,0,-0.6945515,0.014231624,-9.961751,4982,0,2,0
390351595,0.004924981,0.0045595863,0.0031836897,4999,0,-0.68785095,-0.0029136294,-9.890129,4981,0,2,0
390356594,0.0014120254,-0.009492891,-0.0050144857,4999,0,-0.6713235,-0.0018621152,-9.788635,4981,0,2,0
390361592,0.005259265,-0.002693021,-0.003551837,4998,0,-0.67948675,0.02291858,-9.895734,4981,0,2,0
390366591,0.004184071,-0.0018272664,0.0039935187,4999,0,-0.6659153,-0.021972205,-9.960137,4981,0,2,0
390371590,0.0010376476,0.00036004343,-0.008113655,4999,0,-0.6857745,0.009324089,-9.82798,4981,0,2,0
390376589,-0.0025554963,-4.5487064e-05,0.007358008,4999,0,-0.6790555,0.04673597,-9.86758,4981,0,2,0
390381588,0.005308895,-0.011782857,-0.004404537,4999,0,-0.6851544,0.061682887,-9.959951,4981,0,2,0
390386586,0.00949667,-0.0063690403,0.0022125838,4998,0,-0.68959075,-0.031670816,-9.875823,4982,0,2,0
390391585,0.00311727,-0.0045711556,0.0017313117,4999,0,-0.6991751,-0.018599141,-9.717418,4981,0,2,0
390396584,-0.0046799434,-0.009556365,-0.0007815707,4999,0,-0.69874144,0.021516912,-9.911321,4980,0,2,0
390401583,0.00701679,-0.00745654,-0.00077639765,4999,0,-0.68486863,0.024823831,-10.05749,4981,0,2,0
390406582,0.007035873,-0.0064789057,0.0039218236,4999,0,-0.6760217,-0.017242085,-9.845022,4982,0,2,0
390411580,-0.0016160656,-0.015480549,-0.0017172013,4998,0,-0.6578443,0.005093953,-9.757102,4980,0,2,0
390416579,0.0055425493,-0.008918364,-0.00058236,4999,0,-0.665553,-0.0037692327,-9.931387,4981,0,2,0
390421578,0.009750413,-0.002106753,-0.0025321103,4999,0,-0.6831231,-0.029192941,-9.976763,4981,0,2,0
390426577,0.0028783642,-0.0048823566,-0.007814813,4999,0,-0.6898048,0.023835672,-9.762981,4981,0,2,0
390431576,0.0036314721,-0.008681981,0.0019116744,4999,0,-0.66577077,0.025655802,-9.850301,4980,0,2,0
390436574,0.004841961,-0.0074788006,-0.0027648169,4998,0,-0.692505,-0.037502512,-9.93105,4981,0,2,0
390441573,-0.0018073817,-0.0019867532,0.0007500823,4999,0,-0.7135757,-0.04683649,-9.788934,4981,0,2,0
390446572,-0.0013374456,-0.009620735,-0.00047787456,4999,0,-0.704395,0.039574325,-9.848816,4980,0,2,0
390451571,0.005422081,-0.005376419,-0.0035681964,4999,0,-0.6830474,0.042155333,-10.072543,4981,0,2,0
390456570,0.0120907305,0.0037849848,-0.0032577082,4999,0,-0.68791646,-0.015689246,-9.921337,4980,0,2,0
390461568,-0.0029681947,-0.00042174768,-0.0073828287,4998,0,-0.691587,-0.045581102,-9.684875,4981,0,2,0
390466567,-0.0006292972,-0.018812217,0.00032509162,4999,0,-0.661729,0.063338675,-9.851957,4981,0,2,0
390471566,0.0057498883,-0.008478864,0.0025800634,4999,0,-0.69982463,0.11182086,-10.060984,4981,0,2,0
390476565,0.010929532,-0.00042844634,-0.008289261,4999,0,-0.69252014,0.02271119,-9.899193,4981,0,2,0
390481564,0.0030387307,-0.0040747207,0.0023697903,4999,0,-0.6807232,-0.042156305,-9.7586355,4981,0,2,0
390486562,-0.0050726696,-0.0028487218,-0.00020105067,4998,0,-0.72593075,-0.004857948,-9.877314,4981,0,2,0
390491561,0.0056856964,-0.007797818,0.004439408,4999,0,-0.6726413,0.013502421,-9.983919,4981,0,2,0
390496560,0.00086353294,-0.0085598575,0.0017257697,4999,0,-0.70954823,0.04479535,-9.853845,4981,0,2,0
390501559,0.007969354,-0.007920975,-0.0020140815,4999,0,-0.6848736,0.005384061,-9.883005,4982,0,2,0
390506558,0.0006678624,0.0040014456,0.0024570515,4999,0,-0.67797536,-0.063266315,-9.93993,4981,0,2,0
390511557,-0.0014767059,-0.01240382,-0.0019766039,4999,0,-0.6665084,0.006707298,-9.796636,4982,0,2,0
390516555,0.0033164523,-0.006944464,0.0036283275,4998,0,-0.6540382,0.000692189,-9.851948,4981,0,2,0
390521554,0.00083132775,-0.0006495405,-0.0019859627,4999,0,-0.6592768,0.0039344486,-9.98319,4981,0,2,0
390526553,0.0051784012,-0.0028630807,-0.0011159793,4999,0,-0.6665915,0.03797008,-9.859394,4981,0,2,0
390531557,0.005210121,0.0020353294,-0.0013618706,5004,0,-0.7117014,-0.012702412,-9.788535,4982,0,2,0
390536551,0.0032059725,-0.011051731,0.0027513572,4994,0,-0.68767715,-0.006856942,-9.891609,4981,0,2,0
390541549,0.006201523,-0.007967587,-0.0011446697,4998,0,-0.68590015,0.01663674,-9.937974,4982,0,2,0
390546548,-0.00028903486,0.003368632,-0.005144596,4999,0,-0.66909015,-0.021924768,-9.870492,4981,0,2,0
390551547,-0.0009715844,-0.010328828,-0.0030553841,4999,0,-0.6689534,0.009519615,-9.824051,4981,0,2,0
390556546,-0.0021582074,-0.007875559,0.0063035227,4999,0,-0.704089,0.057660878,-9.9465,4982,0,2,0
390561544,0.0032407644,-0.0023031796,-0.00416208,4998,0,-0.66630834,0.044274922,-9.925161,4981,0,2,0
390566543,0.0037003048,-0.008911507,0.0017832306,4999,0,-0.68029463,0.011396805,-9.825627,4982,0,2,0
390571542,0.002721375,-0.010680798,0.00012731284,4999,0,-0.7228375,0.00966961,-9.918721,4981,0,2,0
390576541,-0.0013279609,-0.00056991546,0.00254457,4999,0,-0.72020596,-0.0073827044,-9.972118,4982,0,2,0
390581540,0.0018627236,0.0029491012,-0.0042998455,4999,0,-0.706345,-0.0033136709,-9.896166,4980,0,2,0
390586539,0.00023853368,-0.010095088,0.0068863793,4999,0,-0.65894246,0.04358951,-9.859058,4981,0,2,0
390591537,0.004261512,-0.009294322,-0.0032877189,4998,0,-0.6808992,0.01723524,-9.931687,4981,0,2,0
390596536,0.0060185194,-0.004720258,0.0052285013,4999,0,-0.6710886,-0.0024434298,-9.901561,4981,0,2,0
390601535,0.0064527257,-0.0045125047,-0.00542402,4999,0,-0.70457363,-0.06851016,-9.831484,4981,0,2,0
390606534,-0.003295042,-0.00526925,0.0019470208,4999,0,-0.69844604,-0.028886115,-9.850322,4980,0,2,0
390611533,0.005378571,-0.007452383,0.0021007194,4999,0,-0.71470284,0.032951005,-9.85893,4981,0,2,0
390616531,0.0036887361,-0.0067980727,-0.0025460299,4998,0,-0.65379804,0.056321174,-9.91728,4984,0,2,0
390621530,0.0036618735,-0.0047646114,-0.00055422034,4999,0,-0.6638648,0.03429461,-9.929531,4979,0,2,0
390626529,0.009203897,-0.0021736317,0.00285955,4999,0,-0.7048669,-0.0050571766,-9.876643,4980,0,2,0
390631528,-0.0024751278,-0.004978629,-0.0012765144,4999,0,-0.69990695,-0.03831756,-9.885882,4981,0,2,0
390636527,-0.0019457067,-0.00426015,-0.0025296446,4999,0,-0.7004664,0.014813701,-9.849511,4982,0,2,0
390641525,0.00057183317,-0.013523065,-0.0011765687,4998,0,-0.68442285,0.03471285,-9.981875,4981,0,2,0
390646524,0.0075322315,-0.00023578852,0.0077922,4999,0,-0.6982324,0.030759415,-9.93141,4981,0,2,0
390651523,0.0025874185,-0.008914989,-0.0014277563,4999,0,-0.687463,-0.012570288,-9.76646,4981,0,2,0
390656522,-7.568018e-05,-0.0069960663,-0.0033585818,4999,0,-0.70716274,0.012141273,-9.857702,4981,0,2,0
390661521,0.0012425594,-0.010923174,0.0017011417,4999,0,-0.7224318,0.015432696,-9.95377,4981,0,2,0
