timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
390326764,390326601,4259850,4325386,-1.9476308e-06,-5.4203174e-05,-1.9206645e-05,-0.003284604,9.087194e-05,-0.049419433,4996,4982,0,2,0
390826594,390826481,4259850,4325386,7.373453e-06,-2.4071383e-05,-3.4282235e-05,-0.0033120068,7.769047e-05,-0.048466902,4999,4981,0,2,0
391326472,391326362,4259850,4325386,1.0139871e-05,-1.5013105e-05,-2.1704709e-05,-0.003429826,0.00017584256,-0.049169395,4999,4982,0,2,0
391826349,391826242,4259850,4325386,1.6205156e-05,-4.3925553e-05,-2.0832087e-05,-0.0033904691,7.1124334e-05,-0.049162656,4999,4981,0,2,0
392326231,392326123,4259850,4325386,1.8773768e-05,-3.360657e-05,-2.4321074e-05,-0.0033667344,0.00012182553,-0.049136866,4999,4982,0,2,0
392831110,392831002,4259850,4325386,4.9543014e-05,-3.7383972e-05,9.479067e-06,-0.0033791885,7.217442e-05,-0.049428962,4999,4982,0,2,0
393325997,393325883,4259850,4325386,7.64896e-06,-2.4851955e-05,1.6539952e-05,-0.0035742705,1.1620511e-06,-0.049320847,4998,4982,0,2,0
393825872,393825764,4259850,4325386,4.3435644e-05,-4.606121e-05,-1.7567058e-05,-0.0034040916,4.9188002e-05,-0.04938172,4999,4982,0,2,0
394325766,394325644,4259850,4325386,3.4806486e-05,-4.430609e-05,1.8144923e-05,-0.0035030022,-1.8455408e-05,-0.04957694,4998,4981,0,2,0
394825669,394825525,4259850,4325386,-2.6131593e-06,-3.9447415e-05,-4.921795e-05,-0.003481063,0.00032484296,-0.0493631,4999,4981,0,2,0
395325512,395325406,4259850,4325386,2.2907967e-05,-1.0524733e-05,-3.1043708e-06,-0.0034499678,0.0001519309,-0.04939856,4999,4982,0,2,0
395830464,395830285,4259850,4325386,2.8858885e-05,-1.5335501e-05,-1.2388489e-05,-0.005208664,2.3608025e-05,-0.07321104,4999,7472,0,2,0
396330273,396330165,4259850,4325386,4.879208e-05,4.3374753e-06,8.953934e-06,-0.003537393,-1.9524075e-05,-0.04905628,4998,4981,0,2,0
396825153,396825047,4259850,4325386,-5.025286e-05,-3.714104e-05,-4.3363492e-05,-0.0033782886,0.000106469386,-0.04918409,4998,4981,0,2,0
397325036,397324928,4259850,4325386,-4.84054e-06,-5.0499162e-05,1.5621608e-05,-0.0035291687,0.00016514928,-0.049361296,4999,4981,0,2,0
397824918,397824808,4259850,4325386,2.8905493e-05,-3.643046e-05,-1.7539932e-06,-0.0035023363,2.3849349e-05,-0.049266577,4998,4981,0,2,0
398324795,398324689,4259850,4325386,3.862409e-06,-1.4945799e-05,2.1224892e-05,-0.0032827493,-0.00012764121,-0.04870845,4999,4981,0,2,0
398829680,398829568,4259850,4325386,4.2417847e-05,-1.6683474e-05,1.8086663e-06,-0.0035479972,0.00023684821,-0.04914255,4998,4982,0,2,0
399329559,399329449,4259850,4325386,-2.6397715e-06,-5.8926442e-05,-1.5834014e-05,-0.003382037,0.00020978629,-0.049328387,4997,4977,0,2,0
399829486,399829330,4259850,4325386,3.4158372e-06,-3.8104212e-05,7.195765e-06,-0.0035203586,-0.0001504534,-0.049765654,4999,4982,0,2,0
400324321,400324212,4259850,4325386,2.7457756e-05,-3.183615e-05,2.1302747e-05,-0.0033210528,0.00014208868,-0.049009006,4999,4980,0,2,0
400824199,400824092,4259850,4325386,-2.1785338e-05,-7.518051e-05,-1.7228023e-05,-0.0032853445,0.00017378769,-0.049160983,4999,4981,0,2,0
401329085,401328972,4259850,4325386,7.4790273e-06,8.762803e-06,2.3630339e-07,-0.003431263,6.3816275e-05,-0.04915754,4999,4982,0,2,0
401828960,401828852,4259850,4325386,1.0857894e-05,-2.1303025e-05,-7.723098e-06,-0.0034300087,-1.9511332e-05,-0.049310435,4998,4981,0,2,0
402328838,402328733,4259850,4325386,3.2224674e-05,-5.325712e-05,-1.3573591e-05,-0.0033248456,-0.00021492425,-0.04891412,4999,4981,0,2,0
402828727,402828614,4259850,4325386,2.1784927e-05,-4.715691e-05,1.4985395e-05,-0.0032720575,2.8817904e-05,-0.04919153,4999,4981,0,2,0
403328604,403328495,4259850,4325386,4.2046187e-05,-3.8713286e-05,4.9175982e-05,-0.0034763208,0.00010185563,-0.049338877,4999,4982,0,2,0
403823498,403823377,4259850,4325386,3.95123e-05,1.6322232e-05,-2.8973923e-06,-0.0033382196,-5.1287902e-06,-0.049530145,4999,4982,0,2,0
404328376,404328256,4259850,4325386,-1.6356134e-05,-2.7604061e-05,-2.255749e-06,-0.003597079,-8.915851e-06,-0.04886408,4999,4980,0,2,0
404828245,404828137,4259850,4325386,6.0792707e-05,-3.667682e-05,-1.0275765e-05,-0.0034008285,0.0002499732,-0.049803704,4999,4982,0,2,0
405328126,405328018,4259850,4325386,-1.7443044e-05,-3.7023758e-05,-1.5401236e-05,-0.0035420558,0.00023943087,-0.04901784,4999,4981,0,2,0
405828008,405827899,4259850,4325386,-5.116663e-07,-2.4786183e-05,2.6336042e-05,-0.0034546093,0.00012387274,-0.04913846,4999,4983,0,2,0
406327909,406327779,4259850,4325386,2.0363454e-05,-2.7297423e-07,-1.5301204e-05,-0.0035801101,9.9956014e-05,-0.049904764,4999,4982,0,2,0
406827768,406827660,4259850,4325386,6.3051584e-06,-5.3919222e-05,-7.74045e-06,-0.0034103023,0.00013750196,-0.04917246,4999,4982,0,2,0
407327653,407327541,4259850,4325386,2.9904659e-05,-3.410218e-05,-9.981517e-06,-0.0033636575,0.00016955064,-0.049399287,4999,4982,0,2,0
407827531,407827422,4259850,4325386,1.5056646e-05,-4.497796e-05,1.959968e-05,-0.0036032633,-0.000195823,-0.049302958,4999,4981,0,2,0
408327410,408327303,4259850,4325386,3.85968e-05,-4.4826014e-05,-6.4239894e-06,-0.0035520406,0.00021544397,-0.04923567,4999,4980,0,2,0
408827299,408827183,4259850,4325386,4.1910975e-05,2.3289373e-05,-2.2770346e-05,-0.0034929984,0.00017819334,-0.049501453,4998,4981,0,2,0
409327173,409327064,4259850,4325386,-2.7469837e-06,-2.9068302e-05,1.5996167e-05,-0.0034570117,-0.00017017135,-0.049498186,4999,4982,0,2,0
409827069,409826945,4259850,4325386,7.2133103e-06,-2.1491425e-05,2.1528756e-07,-0.003541034,0.00011057804,-0.049452916,4999,4983,0,2,0
410326940,410326826,4259850,4325386,2.342468e-05,-7.479097e-05,-2.0681136e-05,-0.003477306,0.00010301619,-0.048604157,4999,4981,0,2,0
