timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
390866959,390737618,0.0,4.0384957e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
391866535,391737611,0.0,4.036532e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
392866370,392736613,0.0,4.038676e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
393866086,393738614,0.0,4.0367736e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
394865821,394737614,0.0,4.036916e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
395865654,395738648,0.0,4.037045e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
396865359,396736612,0.0,4.037119e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
397865110,397736615,0.0,4.0372283e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
398864866,398736616,0.0,4.037327e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
399864764,399737617,0.0,4.0373775e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
400864387,400736613,0.0,4.0374616e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
401864147,401737643,0.0,4.0375376e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
402863929,402737614,0.0,4.0376062e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
403863781,403738896,0.0,4.0376685e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
404863478,404738749,0.0,4.037725e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
405863200,405738635,0.0,4.0377763e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
406863008,406736615,0.0,4.0378195e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
407862770,407737864,0.0,4.0378636e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
408862761,408737933,0.0,4.0379387e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
409872289,409739611,0.0,4.0360655e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
410862029,410737635,0.0,4.0382533e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
411861768,411736966,0.0,4.0382533e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
412871566,412737616,0.0,4.0363143e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
413871405,413737615,0.0,4.036381e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
414871039,414737629,0.0,4.0365608e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
415870817,415736619,0.0,4.0365653e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
416860665,416735701,0.0,4.0386653e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
417870450,417736615,0.0,4.0366867e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
418870090,418736633,0.0,4.0367177e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
419859890,419735631,0.0,4.038803e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
420869623,420736614,0.0,4.036888e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
421869426,421736740,0.0,4.037019e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
422869226,422735620,0.0,4.037138e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
423869003,423735612,0.0,4.037203e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
424868678,424737615,0.0,4.037304e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
425868550,425735615,0.0,4.037395e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
426868334,426735670,0.0,4.037436e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
