timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch
389995604,389962708,1,6,0,0,0,0,0,0,0,0,0
391020331,390987558,1,6,0,0,0,0,0,0,0,0,0
392034969,392002300,1,6,0,0,0,0,0,0,0,0,0
393059911,393031948,1,6,0,0,0,0,0,0,0,0,0
394084575,394056708,1,6,0,0,0,0,0,0,0,0,0
395094368,395061555,1,6,0,0,0,0,0,0,0,0,0
396119015,396091224,1,6,0,0,0,0,0,0,0,0,0
397148797,397115979,1,6,0,0,0,0,0,0,0,0,0
398168741,398140769,1,6,0,0,0,0,0,0,0,0,0
399188349,399155499,1,6,0,0,0,0,0,0,0,0,0
400218114,400185254,1,6,0,0,0,0,0,0,0,0,0
401237914,401205086,1,6,0,0,0,0,0,0,0,0,0
402262502,402229802,1,6,0,0,0,0,0,0,0,0,0
403272489,403239624,1,6,0,0,0,0,0,0,0,0,0
404292068,404264280,1,6,0,0,0,0,0,0,0,0,0
405316745,405284045,1,6,0,0,0,0,0,0,0,0,0
406331741,406303821,1,6,0,0,0,0,0,0,0,0,0
407341258,407308540,1,6,0,0,0,0,0,0,0,0,0
408356194,408323321,1,6,0,0,0,0,0,0,0,0,0
409370889,409338093,1,6,0,0,0,0,0,0,0,0,0
410390599,410357837,1,6,0,0,0,0,0,0,0,0,0
411400832,411367627,1,6,0,0,0,0,0,0,0,0,0
412425355,412392448,1,6,0,0,0,0,0,0,0,0,0
413455073,413422145,1,6,0,0,0,0,0,0,0,0,0
414464770,414431869,1,6,0,0,0,0,0,0,0,0,0
415474590,415446665,1,6,0,0,0,0,0,0,0,0,0
416504179,416471362,1,6,0,0,0,0,0,0,0,0,0
417518940,417486123,1,6,0,0,0,0,0,0,0,0,0
418548764,418515874,1,6,0,0,0,0,0,0,0,0,0
419578548,419545749,1,6,0,0,0,0,0,0,0,0,0
420593265,420560434,1,6,0,0,0,0,0,0,0,0,0
421612959,421580248,1,6,0,0,0,0,0,0,0,0,0
422642822,422609959,1,6,0,0,0,0,0,0,0,0,0
423662562,423629669,1,6,0,0,0,0,0,0,0,0,0
424692368,424659436,1,6,0,0,0,0,0,0,0,0,0
425707087,425674184,1,6,0,0,0,0,0,0,0,0,0
426716945,426683952,1,6,0,0,0,0,0,0,0,0,0
