timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
391046570,391014285,5.163982,5.1999807,20.933073,1.0
392076320,392049451,5.90863,5.949806,20.933073,1.0
393051090,393018859,5.163982,5.1999836,20.933073,1.0
394040851,394008047,5.5488105,5.5875883,20.933073,1.0
395070607,395043290,5.21364,5.2500353,20.933073,1.0
396070366,396038986,5.731546,5.7714834,20.933073,1.0
397060225,397034663,5.90863,5.949806,20.933073,1.0
398034898,398030322,5.90863,5.949806,20.933073,1.0
398997166,398956094,5.90863,5.949846,20.933073,1.0
400014425,399982125,5.731546,5.771488,20.933073,1.0
401029188,401004216,5.6864142,5.726057,20.933073,1.0
402068935,401999701,5.90863,5.94891,20.83537,1.0
402943728,402916323,5.686412,5.726092,20.933073,1.0
404063461,404030611,5.5488124,5.586584,20.83537,1.0
405038226,405006587,5.731546,5.770565,20.83537,1.0
406053077,406028731,5.455151,5.4923387,20.83537,1.0
406992760,406965494,5.6864142,5.7251935,20.83537,1.0
408072525,408007449,5.6864142,5.725104,20.83537,1.0
409022278,408989867,5.731546,5.7705555,20.83537,1.0
410052041,410023058,5.90863,5.948934,20.83537,1.0
411026800,410994431,5.731548,5.770578,20.83537,1.0
411991571,411963941,4.1079874,4.1360235,20.83537,1.0
413046368,413016871,5.6103835,5.647595,20.737665,1.0
414021084,414014879,5.90863,5.947955,20.737665,1.0
415035986,415010652,5.686412,5.724229,20.737665,1.0
416040609,416019512,4.601078,4.6316705,20.737665,1.0
417040401,417008710,5.731546,5.7696953,20.737665,1.0
418070122,418043898,5.686412,5.724223,20.737665,1.0
419044923,419019832,5.90863,5.9479876,20.737665,1.0
420059666,420035283,5.6864142,5.724289,20.737665,1.0
421074495,421050490,5.90863,5.947942,20.737665,1.0
422049212,422026271,5.6864142,5.7242484,20.737665,1.0
423068931,423041750,5.6864142,5.724248,20.737665,1.0
424053740,424030959,5.21364,5.2483487,20.737665,1.0
425058462,425033146,5.90863,5.9476876,20.713238,1.0
426023231,425926625,5.686412,5.7240405,20.71324,1.0
427077988,427050927,5.455151,5.4905095,20.639961,1.0
