timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
390862017,390737619,0.0,4.0384957e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
391871556,391737611,0.0,4.036532e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
392861320,392736613,0.0,4.038676e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
393871069,393738614,0.0,4.0367736e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
394870833,394737614,0.0,4.036916e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
395870623,395738648,0.0,4.037045e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
396870388,396736613,0.0,4.037119e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
397870167,397736615,0.0,4.0372283e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
398869940,398736616,0.0,4.037327e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
399869817,399737617,0.0,4.0373775e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
400869448,400736613,0.0,4.0374616e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
401869161,401737643,0.0,4.0375376e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
402868955,402737614,0.0,4.0376062e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
403868720,403738896,0.0,4.0376685e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
404868615,404738749,0.0,4.037725e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
405868204,405738635,0.0,4.0377763e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
406868059,406736615,0.0,4.0378195e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
407867779,407737865,0.0,4.0378636e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
408867590,408737933,0.0,4.0379387e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
409867266,409739611,0.0,4.0360655e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
410867015,410737635,0.0,4.0382533e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
411866797,411736966,0.0,4.0382533e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
412866599,412737616,0.0,4.0363143e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
413866355,413737615,0.0,4.036381e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
414866076,414737629,0.0,4.0365608e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
415865899,415736619,0.0,4.0365653e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
416865594,416735701,0.0,4.0386653e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
417865454,417736615,0.0,4.0366867e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
418865119,418736633,0.0,4.0367177e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
419864934,419735631,0.0,4.038803e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
420864651,420736614,0.0,4.036888e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
421864498,421736740,0.0,4.037019e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
422864247,422735620,0.0,4.037138e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
423863940,423735612,0.0,4.037203e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
424863748,424737615,0.0,4.037304e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
425863563,425735615,0.0,4.037395e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
426863339,426735670,0.0,4.037436e-06,0.0,0,1,1,1,1,1,1,0,0,0,0
