timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check,at_rest
389467161,0,0,0,1,0,0,0,0,0,0,1
390476923,0,0,0,1,0,0,0,0,0,0,1
391486674,0,0,0,1,0,0,0,0,0,0,1
392501541,0,0,0,1,0,0,0,0,0,0,1
393506193,0,0,0,1,0,0,0,0,0,0,1
394515941,0,0,0,1,0,0,0,0,0,0,1
395525747,0,0,0,1,0,0,0,0,0,0,1
396535542,0,0,0,1,0,0,0,0,0,0,1
397545227,0,0,0,1,0,0,0,0,0,0,1
398555056,0,0,0,1,0,0,0,0,0,0,1
399564734,0,0,0,1,0,0,0,0,0,0,1
400574611,0,0,0,1,0,0,0,0,0,0,1
401584335,0,0,0,1,0,0,0,0,0,0,1
402594103,0,0,0,1,0,0,0,0,0,0,1
403603778,0,0,0,1,0,0,0,0,0,0,1
404613599,0,0,0,1,0,0,0,0,0,0,1
405623314,0,0,0,1,0,0,0,0,0,0,1
406633076,0,0,0,1,0,0,0,0,0,0,1
407642813,0,0,0,1,0,0,0,0,0,0,1
408652702,0,0,0,1,0,0,0,0,0,0,1
409654845,0,0,0,1,0,0,0,0,0,0,1
410662158,0,0,0,1,0,0,0,0,0,0,1
411671999,0,0,0,1,0,0,0,0,0,0,1
412681600,0,0,0,1,0,0,0,0,0,0,1
413691512,0,0,0,1,0,0,0,0,0,0,1
414701217,0,0,0,1,0,0,0,0,0,0,1
415710906,0,0,0,1,0,0,0,0,0,0,1
416720796,0,0,0,1,0,0,0,0,0,0,1
417730479,0,0,0,1,0,0,0,0,0,0,1
418740162,0,0,0,1,0,0,0,0,0,0,1
419749938,0,0,0,1,0,0,0,0,0,0,1
420759685,0,0,0,1,0,0,0,0,0,0,1
421769554,0,0,0,1,0,0,0,0,0,0,1
422779211,0,0,0,1,0,0,0,0,0,0,1
423788975,0,0,0,1,0,0,0,0,0,0,1
424798726,0,0,0,1,0,0,0,0,0,0,1
425808502,0,0,0,1,0,0,0,0,0,0,1
426818330,0,0,0,1,0,0,0,0,0,0,1
